Session,Channel,Network,ADAPT,TP,FP,FN,Precision,Recall,F1,Mean_Latency,Num_Spikes,Num_Ripples,Duration_min
2025-09-24_15-13-10,14,adapt20_3b,20,83,46,1,0.6434108527131783,0.9880952380952381,0.779342723004695,17.4373493975904,1762,84,5.505122777777777
2025-09-24_14-22-55,25,adapt20_3b,20,264,160,0,0.6226415094339622,1.0,0.7674418604651162,9.012121212121738,11078,264,6.399816666666666
2025-09-23_15-50-26,28,adapt20_3b,20,129,121,10,0.516,0.9280575539568345,0.6632390745501285,23.054780361758016,2285,139,10.387617777777779
2025-09-24_17-38-17,13,adapt20_3b,20,15,148,0,0.09202453987730061,1.0,0.16853932584269662,12.74444444443543,813,15,10.479719999999999
2025-09-24_16-29-07,5,adapt20_3b,20,39,294,1,0.11711711711711711,0.975,0.20911528150134048,11.335897435897783,2659,40,10.618442222222223
Calbai32FPGA_251003_144832,11,adapt20_3b,20,183,188,10,0.49326145552560646,0.9481865284974094,0.648936170212766,19.396903460837912,3847,193,11.366826666666666
Calbai32FPGA_251003_150055,5,adapt20_3b,20,180,217,6,0.4534005037783375,0.967741935483871,0.6174957118353345,17.707592592594445,4536,186,11.173404444444445
PV01ai32FPGA_250611_122326,20,adapt20_3b,20,155,295,14,0.34444444444444444,0.9171597633136095,0.5008077544426495,16.998064516127407,3627,169,11.670613333333334
PV01ai32FPGA_250611_115923,29,adapt20_3b,20,142,114,68,0.5546875,0.6761904761904762,0.6094420600858369,22.357981220659887,2142,210,11.266702222222222
Calb_251210_165332,15,adapt20_3b,20,88,237,3,0.27076923076923076,0.967032967032967,0.4230769230769231,18.431439393940227,3158,91,11.109688888888888
Calb_251211_104316,5,adapt20_3b,20,102,360,2,0.22077922077922077,0.9807692307692307,0.3604240282685512,17.86503267973753,4098,104,11.098311111111112
Calb_251210_115904,15,adapt20_3b,20,56,261,0,0.17665615141955837,1.0,0.30026809651474534,16.728571428566802,2337,56,11.571626666666667
Calb_251210_121141,15,adapt20_3b,20,67,262,2,0.20364741641337386,0.9710144927536232,0.33668341708542715,16.58855721393134,2411,69,10.848568888888888
Calb_251209_160255,11,adapt20_3b,20,66,109,0,0.37714285714285717,1.0,0.5477178423236515,16.968686868686113,2005,66,5.828693333333334
Calb_251210_122327,13,adapt20_3b,20,88,224,3,0.28205128205128205,0.967032967032967,0.43672456575682383,17.47310606060604,2597,91,10.954382222222222
Calb_251211_105518,12,adapt20_3b,20,127,301,4,0.2967289719626168,0.9694656488549618,0.45438282647584965,21.122047244094258,4269,131,10.845724444444445
Calb_251211_110650,5,adapt20_3b,20,65,225,3,0.22413793103448276,0.9558823529411765,0.36312849162011174,18.083589743588416,2588,68,10.853688888888888
Calb_251210_162849,15,adapt20_3b,20,109,293,4,0.27114427860696516,0.9646017699115044,0.42330097087378643,17.369724770641895,3799,113,11.705315555555556
Calb_251210_164150,15,adapt20_3b,20,116,270,2,0.3005181347150259,0.9830508474576272,0.4603174603174604,19.827586206898935,3645,118,10.902613333333333
2025-09-23_15-50-26,28,adapt20_3b,2,127,117,12,0.5204918032786885,0.9136690647482014,0.6631853785900783,21.561942257217876,2139,139,10.387617777777779
2025-09-25_16-41-14,21,adapt20_3b,2,127,189,17,0.40189873417721517,0.8819444444444444,0.5521739130434783,25.108136482937027,2667,144,10.42450111111111
2025-09-23_16-17-52,24,adapt20_3b,2,49,60,23,0.44954128440366975,0.6805555555555556,0.5414364640883979,25.48299319727604,419,72,10.371521111111111
2025-09-24_15-13-10,14,adapt20_3b,2,82,51,2,0.6165413533834586,0.9761904761904762,0.7557603686635945,16.76097560975621,1808,84,5.505122777777777
2025-09-24_11-34-51,30,adapt20_3b,2,17,16,54,0.5151515151515151,0.23943661971830985,0.32692307692307687,33.52352941177014,126,71,6.631564999999999
2025-09-24_10-24-40,30,adapt20_3b,2,58,80,34,0.42028985507246375,0.6304347826086957,0.5043478260869565,26.827586206898246,772,92,10.413201666666668
2025-09-24_14-22-55,25,adapt20_3b,2,264,153,0,0.6330935251798561,1.0,0.7753303964757708,9.421212121212646,10956,264,6.399816666666666
2025-09-22_17-55-26,26,adapt20_3b,2,164,117,21,0.5836298932384342,0.8864864864864865,0.7038626609442059,19.786585365852872,3204,185,10.399793333333333
2025-09-22_17-42-27,24,adapt20_3b,2,58,43,51,0.5742574257425742,0.5321100917431193,0.5523809523809524,31.7212643678156,688,109,10.506606666666666
2025-09-25_11-21-53,21,adapt20_3b,2,156,75,46,0.6753246753246753,0.7722772277227723,0.7205542725173211,24.3232905982879,1405,202,10.375891666666666
2025-09-25_12-52-22,25,adapt20_3b,2,24,189,24,0.11267605633802817,0.5,0.18390804597701152,25.590277777776766,802,48,10.408511666666667
2025-09-24_16-29-07,5,adapt20_3b,2,39,284,1,0.12074303405572756,0.975,0.21487603305785127,13.006837606837706,2723,40,10.618442222222223
2025-09-24_17-38-17,13,adapt20_3b,2,15,157,0,0.0872093023255814,1.0,0.16042780748663102,13.34444444443543,876,15,10.479719999999999
Calbai32FPGA_251003_144832,11,adapt20_3b,2,177,187,16,0.48626373626373626,0.917098445595855,0.6355475763016158,18.643879472693605,3578,193,11.366826666666666
Calbai32FPGA_251003_150055,5,adapt20_3b,2,177,207,9,0.4609375,0.9516129032258065,0.6210526315789474,18.385122410547957,4074,186,11.173404444444445
PV01ai32FPGA_250611_115923,29,adapt20_3b,2,148,106,62,0.5826771653543307,0.7047619047619048,0.6379310344827587,22.663513513516843,2359,210,11.266702222222222
PV01ai32FPGA_250611_122326,20,adapt20_3b,2,154,226,15,0.4052631578947368,0.9112426035502958,0.5610200364298725,16.829220779219195,3601,169,11.670613333333334
Calb_251209_160255,11,adapt20_3b,2,63,115,3,0.3539325842696629,0.9545454545454546,0.5163934426229508,15.321693121692483,2082,66,5.828693333333334
Calb_251211_104316,5,adapt20_3b,2,100,350,4,0.2222222222222222,0.9615384615384616,0.3610108303249097,17.45333333333234,4065,104,11.098311111111112
