Network,Dataset,Channel,TP,FP,FN,Precision,Recall,F1
updnb4ds_100_7,Som2_2019-07-24_12-01-49,5,41,32,23,0.5616438356164384,0.640625,0.5985401459854014
updnb4ds_100_7,Som2_2019-07-24_12-01-49,6,40,23,24,0.6349206349206349,0.625,0.6299212598425197
updnb4ds_100_7,Som2_2019-07-24_12-01-49,7,36,36,28,0.5,0.5625,0.5294117647058824
updnb4ds_100_7,Thy7_2020-11-11_16-05-00,0,108,24,31,0.8181818181818182,0.7769784172661871,0.7970479704797049
updnb4ds_100_7,Thy7_2020-11-11_16-05-00,1,106,18,33,0.8548387096774194,0.762589928057554,0.8060836501901142
updnb4ds_100_7,Thy7_2020-11-11_16-05-00,2,101,14,38,0.8782608695652174,0.7266187050359713,0.7952755905511811
updnb4ds_100_7,Thy7_2020-11-11_16-05-00,3,78,9,61,0.896551724137931,0.5611510791366906,0.6902654867256636
updnb4ds_100_7,Thy7_2020-11-11_16-05-00,4,68,9,71,0.8831168831168831,0.4892086330935252,0.6296296296296297
updnb4ds_100_7,Thy7_2020-11-11_16-05-00,5,48,9,91,0.8421052631578947,0.34532374100719426,0.4897959183673469
updnb4ds_100_7,Thy7_2020-11-11_16-05-00,6,43,8,96,0.8431372549019608,0.30935251798561153,0.45263157894736844
updnb4ds_100_7,Thy7_2020-11-11_16-05-00,7,23,6,116,0.7931034482758621,0.16546762589928057,0.27380952380952384
updnb4ds_100_13f,Amigo2_2019-07-11_11-57-07,0,213,526,11,0.2882273342354533,0.9508928571428571,0.4423676012461059
updnb4ds_100_13f,Amigo2_2019-07-11_11-57-07,1,191,305,33,0.3850806451612903,0.8526785714285714,0.5305555555555556
updnb4ds_100_13f,Amigo2_2019-07-11_11-57-07,2,158,141,66,0.5284280936454849,0.7053571428571429,0.6042065009560229
updnb4ds_100_13f,Amigo2_2019-07-11_11-57-07,3,122,58,102,0.6777777777777778,0.5446428571428571,0.6039603960396039
updnb4ds_100_13f,Amigo2_2019-07-11_11-57-07,4,127,108,97,0.5404255319148936,0.5669642857142857,0.5533769063180827
updnb4ds_100_13f,Amigo2_2019-07-11_11-57-07,5,102,68,122,0.6,0.45535714285714285,0.5177664974619288
updnb4ds_100_13f,Amigo2_2019-07-11_11-57-07,6,77,83,147,0.48125,0.34375,0.4010416666666667
updnb4ds_100_13f,Amigo2_2019-07-11_11-57-07,7,70,103,154,0.4046242774566474,0.3125,0.35264483627204035
updnb4ds_100_13f,Dlx1_2021-02-12_12-46-54,0,21,23,10,0.4772727272727273,0.6774193548387096,0.5599999999999999
updnb4ds_100_13f,Dlx1_2021-02-12_12-46-54,1,24,37,7,0.39344262295081966,0.7741935483870968,0.5217391304347826
updnb4ds_100_13f,Dlx1_2021-02-12_12-46-54,2,23,35,8,0.39655172413793105,0.7419354838709677,0.5168539325842697
updnb4ds_100_13f,Dlx1_2021-02-12_12-46-54,3,25,22,6,0.5319148936170213,0.8064516129032258,0.641025641025641
updnb4ds_100_13f,Dlx1_2021-02-12_12-46-54,4,25,28,6,0.4716981132075472,0.8064516129032258,0.5952380952380953
updnb4ds_100_13f,Dlx1_2021-02-12_12-46-54,5,14,12,17,0.5384615384615384,0.45161290322580644,0.4912280701754386
updnb4ds_100_13f,Dlx1_2021-02-12_12-46-54,6,15,13,16,0.5357142857142857,0.4838709677419355,0.5084745762711865
updnb4ds_100_13f,Dlx1_2021-02-12_12-46-54,7,11,7,20,0.6111111111111112,0.3548387096774194,0.4489795918367347
updnb4ds_100_13f,Som2_2019-07-24_12-01-49,0,56,39,8,0.5894736842105263,0.875,0.7044025157232703
updnb4ds_100_13f,Som2_2019-07-24_12-01-49,1,54,61,10,0.46956521739130436,0.84375,0.6033519553072626
updnb4ds_100_13f,Som2_2019-07-24_12-01-49,2,51,30,13,0.6296296296296297,0.796875,0.7034482758620689
updnb4ds_100_13f,Som2_2019-07-24_12-01-49,3,47,30,17,0.6103896103896104,0.734375,0.6666666666666666
updnb4ds_100_13f,Som2_2019-07-24_12-01-49,4,46,26,18,0.6388888888888888,0.71875,0.676470588235294
updnb4ds_100_13f,Som2_2019-07-24_12-01-49,5,39,30,25,0.5652173913043478,0.609375,0.5864661654135338
updnb4ds_100_13f,Som2_2019-07-24_12-01-49,6,39,35,25,0.527027027027027,0.609375,0.5652173913043478
updnb4ds_100_13f,Som2_2019-07-24_12-01-49,7,34,34,30,0.5,0.53125,0.5151515151515151
updnb4ds_100_13f,Thy7_2020-11-11_16-05-00,0,107,23,32,0.823076923076923,0.7697841726618705,0.7955390334572491
updnb4ds_100_13f,Thy7_2020-11-11_16-05-00,1,94,18,45,0.8392857142857143,0.6762589928057554,0.749003984063745
updnb4ds_100_13f,Thy7_2020-11-11_16-05-00,2,100,18,39,0.847457627118644,0.7194244604316546,0.7782101167315175
updnb4ds_100_13f,Thy7_2020-11-11_16-05-00,3,71,8,68,0.8987341772151899,0.5107913669064749,0.6513761467889909
updnb4ds_100_13f,Thy7_2020-11-11_16-05-00,4,63,9,76,0.875,0.45323741007194246,0.5971563981042655
updnb4ds_100_13f,Thy7_2020-11-11_16-05-00,5,41,5,98,0.8913043478260869,0.2949640287769784,0.44324324324324327
updnb4ds_100_13f,Thy7_2020-11-11_16-05-00,6,33,3,106,0.9166666666666666,0.23741007194244604,0.3771428571428571
updnb4ds_100_13f,Thy7_2020-11-11_16-05-00,7,20,4,119,0.8333333333333334,0.14388489208633093,0.24539877300613497
adapt20_3b,Amigo2_2019-07-11_11-57-07,0,221,939,3,0.19051724137931034,0.9866071428571429,0.319364161849711
adapt20_3b,Amigo2_2019-07-11_11-57-07,1,215,616,9,0.25872442839951865,0.9598214285714286,0.4075829383886256
adapt20_3b,Amigo2_2019-07-11_11-57-07,2,190,325,34,0.36893203883495146,0.8482142857142857,0.5142083897158322
adapt20_3b,Amigo2_2019-07-11_11-57-07,3,161,174,63,0.48059701492537316,0.71875,0.5760286225402504
adapt20_3b,Amigo2_2019-07-11_11-57-07,4,159,268,65,0.37236533957845436,0.7098214285714286,0.48847926267281105
adapt20_3b,Amigo2_2019-07-11_11-57-07,5,136,191,88,0.41590214067278286,0.6071428571428571,0.4936479128856624
adapt20_3b,Amigo2_2019-07-11_11-57-07,6,121,244,103,0.3315068493150685,0.5401785714285714,0.41086587436332767
adapt20_3b,Amigo2_2019-07-11_11-57-07,7,115,291,109,0.2832512315270936,0.5133928571428571,0.36507936507936506
adapt20_3b,Dlx1_2021-02-12_12-46-54,0,27,69,4,0.28125,0.8709677419354839,0.42519685039370075
adapt20_3b,Dlx1_2021-02-12_12-46-54,1,29,105,2,0.21641791044776118,0.9354838709677419,0.3515151515151515
adapt20_3b,Dlx1_2021-02-12_12-46-54,2,28,94,3,0.22950819672131148,0.9032258064516129,0.36601307189542487
adapt20_3b,Dlx1_2021-02-12_12-46-54,3,26,62,5,0.29545454545454547,0.8387096774193549,0.4369747899159664
adapt20_3b,Dlx1_2021-02-12_12-46-54,4,28,82,3,0.2545454545454545,0.9032258064516129,0.39716312056737585
adapt20_3b,Dlx1_2021-02-12_12-46-54,5,25,33,6,0.43103448275862066,0.8064516129032258,0.5617977528089887
adapt20_3b,Dlx1_2021-02-12_12-46-54,6,25,47,6,0.3472222222222222,0.8064516129032258,0.48543689320388356
adapt20_3b,Dlx1_2021-02-12_12-46-54,7,16,21,15,0.43243243243243246,0.5161290322580645,0.47058823529411764
adapt20_3b,Som2_2019-07-24_12-01-49,0,56,89,8,0.38620689655172413,0.875,0.5358851674641149
adapt20_3b,Som2_2019-07-24_12-01-49,1,60,136,4,0.30612244897959184,0.9375,0.46153846153846156
adapt20_3b,Som2_2019-07-24_12-01-49,2,55,75,9,0.4230769230769231,0.859375,0.5670103092783505
adapt20_3b,Som2_2019-07-24_12-01-49,3,55,71,9,0.4365079365079365,0.859375,0.5789473684210527
adapt20_3b,Som2_2019-07-24_12-01-49,4,55,66,9,0.45454545454545453,0.859375,0.5945945945945946
adapt20_3b,Som2_2019-07-24_12-01-49,5,56,67,8,0.45528455284552843,0.875,0.5989304812834224
adapt20_3b,Som2_2019-07-24_12-01-49,6,50,57,14,0.4672897196261682,0.78125,0.5847953216374269
adapt20_3b,Som2_2019-07-24_12-01-49,7,46,69,18,0.4,0.71875,0.5139664804469275
adapt20_3b,Thy7_2020-11-11_16-05-00,0,121,50,18,0.7076023391812866,0.8705035971223022,0.7806451612903226
adapt20_3b,Thy7_2020-11-11_16-05-00,1,117,41,22,0.740506329113924,0.841726618705036,0.7878787878787877
adapt20_3b,Thy7_2020-11-11_16-05-00,2,116,44,23,0.725,0.8345323741007195,0.7759197324414715
adapt20_3b,Thy7_2020-11-11_16-05-00,3,99,22,40,0.8181818181818182,0.7122302158273381,0.7615384615384615
adapt20_3b,Thy7_2020-11-11_16-05-00,4,93,21,46,0.8157894736842105,0.6690647482014388,0.7351778656126482
adapt20_3b,Thy7_2020-11-11_16-05-00,5,65,12,74,0.8441558441558441,0.4676258992805755,0.6018518518518519
adapt20_3b,Thy7_2020-11-11_16-05-00,6,57,9,82,0.8636363636363636,0.41007194244604317,0.5560975609756097
adapt20_3b,Thy7_2020-11-11_16-05-00,7,36,7,103,0.8372093023255814,0.2589928057553957,0.3956043956043956
dsb4updn_median_200_11f,Amigo2_2019-07-11_11-57-07,0,206,630,18,0.24641148325358853,0.9196428571428571,0.38867924528301884
dsb4updn_median_200_11f,Amigo2_2019-07-11_11-57-07,1,192,377,32,0.3374340949033392,0.8571428571428571,0.48423707440100894
dsb4updn_median_200_11f,Amigo2_2019-07-11_11-57-07,2,171,178,53,0.4899713467048711,0.7633928571428571,0.5968586387434555
dsb4updn_median_200_11f,Amigo2_2019-07-11_11-57-07,3,130,93,94,0.5829596412556054,0.5803571428571429,0.5816554809843401
dsb4updn_median_200_11f,Amigo2_2019-07-11_11-57-07,4,117,121,107,0.49159663865546216,0.5223214285714286,0.5064935064935064
dsb4updn_median_200_11f,Amigo2_2019-07-11_11-57-07,5,92,81,132,0.5317919075144508,0.4107142857142857,0.4634760705289672
dsb4updn_median_200_11f,Amigo2_2019-07-11_11-57-07,6,88,129,136,0.4055299539170507,0.39285714285714285,0.39909297052154197
dsb4updn_median_200_11f,Amigo2_2019-07-11_11-57-07,7,80,128,144,0.38461538461538464,0.35714285714285715,0.3703703703703704
dsb4updn_median_200_11f,Dlx1_2021-02-12_12-46-54,0,22,41,9,0.3492063492063492,0.7096774193548387,0.4680851063829788
dsb4updn_median_200_11f,Dlx1_2021-02-12_12-46-54,1,25,47,6,0.3472222222222222,0.8064516129032258,0.48543689320388356
dsb4updn_median_200_11f,Dlx1_2021-02-12_12-46-54,2,25,42,6,0.373134328358209,0.8064516129032258,0.5102040816326532
dsb4updn_median_200_11f,Dlx1_2021-02-12_12-46-54,3,25,35,6,0.4166666666666667,0.8064516129032258,0.5494505494505494
dsb4updn_median_200_11f,Dlx1_2021-02-12_12-46-54,4,24,41,7,0.36923076923076925,0.7741935483870968,0.5
dsb4updn_median_200_11f,Dlx1_2021-02-12_12-46-54,5,21,25,10,0.45652173913043476,0.6774193548387096,0.5454545454545454
dsb4updn_median_200_11f,Dlx1_2021-02-12_12-46-54,6,22,22,9,0.5,0.7096774193548387,0.5866666666666667
dsb4updn_median_200_11f,Dlx1_2021-02-12_12-46-54,7,17,15,14,0.53125,0.5483870967741935,0.5396825396825397
dsb4updn_median_200_11f,Som2_2019-07-24_12-01-49,0,48,60,16,0.4444444444444444,0.75,0.5581395348837209
dsb4updn_median_200_11f,Som2_2019-07-24_12-01-49,1,54,85,10,0.38848920863309355,0.84375,0.5320197044334976
dsb4updn_median_200_11f,Som2_2019-07-24_12-01-49,2,52,54,12,0.49056603773584906,0.8125,0.611764705882353
dsb4updn_median_200_11f,Som2_2019-07-24_12-01-49,3,50,51,14,0.49504950495049505,0.78125,0.6060606060606061
dsb4updn_median_200_11f,Som2_2019-07-24_12-01-49,4,49,46,15,0.5157894736842106,0.765625,0.6163522012578617
dsb4updn_median_200_11f,Som2_2019-07-24_12-01-49,5,48,46,16,0.5106382978723404,0.75,0.6075949367088608
dsb4updn_median_200_11f,Som2_2019-07-24_12-01-49,6,40,53,24,0.43010752688172044,0.625,0.5095541401273884
dsb4updn_median_200_11f,Som2_2019-07-24_12-01-49,7,38,39,26,0.4935064935064935,0.59375,0.5390070921985816
dsb4updn_median_200_11f,Thy7_2020-11-11_16-05-00,0,104,37,35,0.7375886524822695,0.7482014388489209,0.7428571428571428
dsb4updn_median_200_11f,Thy7_2020-11-11_16-05-00,1,99,21,40,0.825,0.7122302158273381,0.7644787644787645
dsb4updn_median_200_11f,Thy7_2020-11-11_16-05-00,2,99,19,40,0.8389830508474576,0.7122302158273381,0.7704280155642024
dsb4updn_median_200_11f,Thy7_2020-11-11_16-05-00,3,84,15,55,0.8484848484848485,0.60431654676259,0.7058823529411765
dsb4updn_median_200_11f,Thy7_2020-11-11_16-05-00,4,72,11,67,0.8674698795180723,0.5179856115107914,0.6486486486486487
dsb4updn_median_200_11f,Thy7_2020-11-11_16-05-00,5,53,11,86,0.828125,0.381294964028777,0.522167487684729
dsb4updn_median_200_11f,Thy7_2020-11-11_16-05-00,6,43,4,96,0.9148936170212766,0.30935251798561153,0.46236559139784944
dsb4updn_median_200_11f,Thy7_2020-11-11_16-05-00,7,22,9,117,0.7096774193548387,0.15827338129496402,0.2588235294117647
dsb4updn_median_200_14b,Amigo2_2019-07-11_11-57-07,0,214,766,10,0.21836734693877552,0.9553571428571429,0.3554817275747508
dsb4updn_median_200_14b,Amigo2_2019-07-11_11-57-07,1,200,471,24,0.29806259314456035,0.8928571428571429,0.44692737430167595
dsb4updn_median_200_14b,Amigo2_2019-07-11_11-57-07,2,185,261,39,0.4147982062780269,0.8258928571428571,0.5522388059701492
dsb4updn_median_200_14b,Amigo2_2019-07-11_11-57-07,3,145,117,79,0.5534351145038168,0.6473214285714286,0.5967078189300411
dsb4updn_median_200_14b,Amigo2_2019-07-11_11-57-07,4,140,179,84,0.438871473354232,0.625,0.5156537753222835
dsb4updn_median_200_14b,Amigo2_2019-07-11_11-57-07,5,114,126,110,0.475,0.5089285714285714,0.49137931034482757
dsb4updn_median_200_14b,Amigo2_2019-07-11_11-57-07,6,111,180,113,0.38144329896907214,0.4955357142857143,0.43106796116504853
dsb4updn_median_200_14b,Amigo2_2019-07-11_11-57-07,7,98,176,126,0.35766423357664234,0.4375,0.39357429718875503
dsb4updn_median_200_14b,Dlx1_2021-02-12_12-46-54,0,23,63,8,0.26744186046511625,0.7419354838709677,0.3931623931623931
dsb4updn_median_200_14b,Dlx1_2021-02-12_12-46-54,1,27,66,4,0.2903225806451613,0.8709677419354839,0.435483870967742
dsb4updn_median_200_14b,Dlx1_2021-02-12_12-46-54,2,26,58,5,0.30952380952380953,0.8387096774193549,0.4521739130434783
dsb4updn_median_200_14b,Dlx1_2021-02-12_12-46-54,3,25,45,6,0.35714285714285715,0.8064516129032258,0.495049504950495
dsb4updn_median_200_14b,Dlx1_2021-02-12_12-46-54,4,25,48,6,0.3424657534246575,0.8064516129032258,0.4807692307692307
dsb4updn_median_200_14b,Dlx1_2021-02-12_12-46-54,5,22,37,9,0.3728813559322034,0.7096774193548387,0.4888888888888889
dsb4updn_median_200_14b,Dlx1_2021-02-12_12-46-54,6,24,35,7,0.4067796610169492,0.7741935483870968,0.5333333333333334
dsb4updn_median_200_14b,Dlx1_2021-02-12_12-46-54,7,19,28,12,0.40425531914893614,0.6129032258064516,0.48717948717948717
dsb4updn_median_200_14b,Som2_2019-07-24_12-01-49,0,53,93,11,0.363013698630137,0.828125,0.5047619047619049
dsb4updn_median_200_14b,Som2_2019-07-24_12-01-49,1,57,126,7,0.3114754098360656,0.890625,0.4615384615384615
dsb4updn_median_200_14b,Som2_2019-07-24_12-01-49,2,55,90,9,0.3793103448275862,0.859375,0.5263157894736842
dsb4updn_median_200_14b,Som2_2019-07-24_12-01-49,3,54,85,10,0.38848920863309355,0.84375,0.5320197044334976
dsb4updn_median_200_14b,Som2_2019-07-24_12-01-49,4,53,73,11,0.42063492063492064,0.828125,0.5578947368421052
dsb4updn_median_200_14b,Som2_2019-07-24_12-01-49,5,49,74,15,0.3983739837398374,0.765625,0.5240641711229946
dsb4updn_median_200_14b,Som2_2019-07-24_12-01-49,6,45,80,19,0.36,0.703125,0.4761904761904762
dsb4updn_median_200_14b,Som2_2019-07-24_12-01-49,7,43,75,21,0.3644067796610169,0.671875,0.47252747252747257
dsb4updn_median_200_14b,Thy7_2020-11-11_16-05-00,0,113,46,26,0.710691823899371,0.8129496402877698,0.7583892617449665
dsb4updn_median_200_14b,Thy7_2020-11-11_16-05-00,1,108,25,31,0.8120300751879699,0.7769784172661871,0.7941176470588235
dsb4updn_median_200_14b,Thy7_2020-11-11_16-05-00,2,109,30,30,0.7841726618705036,0.7841726618705036,0.7841726618705036
dsb4updn_median_200_14b,Thy7_2020-11-11_16-05-00,3,95,18,44,0.8407079646017699,0.6834532374100719,0.753968253968254
dsb4updn_median_200_14b,Thy7_2020-11-11_16-05-00,4,79,14,60,0.8494623655913979,0.5683453237410072,0.6810344827586207
dsb4updn_median_200_14b,Thy7_2020-11-11_16-05-00,5,55,19,84,0.7432432432432432,0.39568345323741005,0.516431924882629
dsb4updn_median_200_14b,Thy7_2020-11-11_16-05-00,6,53,12,86,0.8153846153846154,0.381294964028777,0.5196078431372548
dsb4updn_median_200_14b,Thy7_2020-11-11_16-05-00,7,27,11,112,0.7105263157894737,0.19424460431654678,0.3050847457627119
dsb4updn_median_200_16b,Amigo2_2019-07-11_11-57-07,0,218,961,6,0.18490245971162,0.9732142857142857,0.31076265146115467
dsb4updn_median_200_16b,Amigo2_2019-07-11_11-57-07,1,212,603,12,0.26012269938650306,0.9464285714285714,0.4080846968238691
dsb4updn_median_200_16b,Amigo2_2019-07-11_11-57-07,2,191,295,33,0.39300411522633744,0.8526785714285714,0.5380281690140845
dsb4updn_median_200_16b,Amigo2_2019-07-11_11-57-07,3,161,151,63,0.5160256410256411,0.71875,0.6007462686567165
dsb4updn_median_200_16b,Amigo2_2019-07-11_11-57-07,4,157,228,67,0.4077922077922078,0.7008928571428571,0.5155993431855501
dsb4updn_median_200_16b,Amigo2_2019-07-11_11-57-07,5,131,159,93,0.4517241379310345,0.5848214285714286,0.509727626459144
dsb4updn_median_200_16b,Amigo2_2019-07-11_11-57-07,6,107,200,117,0.3485342019543974,0.47767857142857145,0.4030131826741996
dsb4updn_median_200_16b,Amigo2_2019-07-11_11-57-07,7,94,223,130,0.29652996845425866,0.41964285714285715,0.34750462107208874
dsb4updn_median_200_16b,Dlx1_2021-02-12_12-46-54,0,27,52,4,0.34177215189873417,0.8709677419354839,0.4909090909090909
dsb4updn_median_200_16b,Dlx1_2021-02-12_12-46-54,1,28,86,3,0.24561403508771928,0.9032258064516129,0.38620689655172413
dsb4updn_median_200_16b,Dlx1_2021-02-12_12-46-54,2,27,92,4,0.226890756302521,0.8709677419354839,0.36
dsb4updn_median_200_16b,Dlx1_2021-02-12_12-46-54,3,27,47,4,0.36486486486486486,0.8709677419354839,0.5142857142857142
dsb4updn_median_200_16b,Dlx1_2021-02-12_12-46-54,4,27,70,4,0.27835051546391754,0.8709677419354839,0.421875
dsb4updn_median_200_16b,Dlx1_2021-02-12_12-46-54,5,25,31,6,0.44642857142857145,0.8064516129032258,0.5747126436781609
dsb4updn_median_200_16b,Dlx1_2021-02-12_12-46-54,6,24,31,7,0.43636363636363634,0.7741935483870968,0.5581395348837209
dsb4updn_median_200_16b,Dlx1_2021-02-12_12-46-54,7,17,19,14,0.4722222222222222,0.5483870967741935,0.5074626865671641
dsb4updn_median_200_16b,Som2_2019-07-24_12-01-49,0,55,82,9,0.40145985401459855,0.859375,0.5472636815920399
dsb4updn_median_200_16b,Som2_2019-07-24_12-01-49,1,58,145,6,0.2857142857142857,0.90625,0.4344569288389513
dsb4updn_median_200_16b,Som2_2019-07-24_12-01-49,2,53,61,11,0.4649122807017544,0.828125,0.5955056179775281
dsb4updn_median_200_16b,Som2_2019-07-24_12-01-49,3,53,68,11,0.4380165289256198,0.828125,0.5729729729729729
dsb4updn_median_200_16b,Som2_2019-07-24_12-01-49,4,53,65,11,0.4491525423728814,0.828125,0.5824175824175823
dsb4updn_median_200_16b,Som2_2019-07-24_12-01-49,5,52,53,12,0.49523809523809526,0.8125,0.6153846153846154
dsb4updn_median_200_16b,Som2_2019-07-24_12-01-49,6,48,41,16,0.5393258426966292,0.75,0.6274509803921569
dsb4updn_median_200_16b,Som2_2019-07-24_12-01-49,7,44,53,20,0.4536082474226804,0.6875,0.546583850931677
dsb4updn_median_200_16b,Thy7_2020-11-11_16-05-00,0,120,45,19,0.7272727272727273,0.8633093525179856,0.7894736842105262
dsb4updn_median_200_16b,Thy7_2020-11-11_16-05-00,1,116,32,23,0.7837837837837838,0.8345323741007195,0.808362369337979
dsb4updn_median_200_16b,Thy7_2020-11-11_16-05-00,2,119,42,20,0.7391304347826086,0.8561151079136691,0.7933333333333332
dsb4updn_median_200_16b,Thy7_2020-11-11_16-05-00,3,99,21,40,0.825,0.7122302158273381,0.7644787644787645
dsb4updn_median_200_16b,Thy7_2020-11-11_16-05-00,4,90,12,49,0.8823529411764706,0.6474820143884892,0.7468879668049792
dsb4updn_median_200_16b,Thy7_2020-11-11_16-05-00,5,60,6,79,0.9090909090909091,0.4316546762589928,0.5853658536585364
dsb4updn_median_200_16b,Thy7_2020-11-11_16-05-00,6,50,5,89,0.9090909090909091,0.3597122302158273,0.5154639175257731
dsb4updn_median_200_16b,Thy7_2020-11-11_16-05-00,7,36,7,103,0.8372093023255814,0.2589928057553957,0.3956043956043956
